ICMMID,Confidence_Factor,Mine_Name,Group Names,Latitude,Longitude,Asset_Type,Country,Primary_Commodity,Secondary_Commodity,Other_Commodities
ICMM08946,High,Yabulu,Yabulu;Yabulu Refinery;Yabulu,-19.20131035,146.61095,Refinery,Australia,nickel,cobalt,
ICMM08947,High,Yakovlevskiy,Yakovlevskiy;Severstal Yakovlevsky Mine;Yakovlevskiy;Yakovlevsk;Yakovlev,50.86254263,36.41639399,Mine,Russia,iron ore,,
ICMM08948,High,Yancoal International,Yancoal International;Cameby Downs,-26.65018337,150.3375301,Mine,Australia,thermal coal,,
ICMM08949,High,Yandi,Yandi;Rio Tinto Yandicoogina (Hamersley) Mine,-22.77183399,119.202958,Mine,Australia,iron ore,,
ICMM08950,High,Yangcun,Yangcun;Yanzhou Yangcun Coal Mine;Yangcun;Yangcun,35.46839547,116.7971203,Mine,China,metallurgical coal,thermal coal,
ICMM08951,High,Yanzhou Shandong Area,Yanzhou Shandong Area;Nantun Coal Mine;Nantun,35.3776007,116.8723866,Mine,China,thermal coal,,
ICMM08953,High,Yarwun,Yarwun;Yarwun;Yarwun Refinery,-23.82847006,151.1525695,Refinery,Australia,alumina,,
ICMM08954,High,Yatela,Yatela;Yatela,14.08390102,-11.753474,Mine,Mali,gold,,
ICMM08955,Moderate,Yenakiieve Steel,,48.22206011,38.21895879,Smelter,Ukraine,steel,iron,
ICMM08956,High,Yilgarn Project,Yilgarn Project;MinRes Carina (Yilgarn Hub) Mine;Yilgarn,-30.46179123,120.0021029,Mine,Australia,iron ore,,
ICMM08957,High,Yintai Inner Mongolia,Yintai Inner Mongolia;Suancigou Coal Mine;Suancigou,39.70511921,111.2053159,Mine,China,thermal coal,,
ICMM08958,High,Yixingzhai,Yixingzhai;Fukang,39.3632547,113.5969795,Mine,China,gold,iron ore,silver
ICMM08959,Moderate,Yuzhkuzbassugol,,53.41705269,87.35418733,Mine,Russia,metallurgical coal,,
ICMM08960,High,Yuzhnaya,Yuzhnaya;Chernigovets Coal Mine;Yuzhnaya Coal Mine;Chernigovets;Yuzhnaya;Kedrovskaya Coal Washing Plant,55.60116653,86.09909046,Mine;Plant,Russia,metallurgical coal,thermal coal,
ICMM08961,Moderate,Zafranal,,-16.04594225,-72.24691825,Mine,Peru,copper,gold,
ICMM08962,High,Zaldivar,Zaldivar;Zaldivar;Escondida;Zaldivar,-24.21673763,-69.06281226,Mine,Chile,copper,gold,silver
ICMM08963,High,Zaporizhia,Zaporizhia Coke;Zaporizhstal;Zaporozhsky Smelter;Zaporozhye Refinery,47.86558635,35.15060669,Smelter;Refinery,Ukraine,steel,coal,alumina;aluminium
ICMM08964,Moderate,Zaporozhye Alumina Refinery,,47.88167082,35.18173111,Refinery,Ukraine,alumina,,
ICMM08965,Moderate,Zaragoza steel plant,,41.56945797,-0.85529944,Steel Plant,Spain,steel,,
ICMM08966,Moderate,Zenica steel plant,,44.23010318,17.89910788,Steel Plant,Bosnia and Herzegovina,steel,,
ICMM08967,High,Zeravshan,Zeravshan;Zeravshan,39.34985257,67.72152698,Mine,Tajikistan,copper,gold,silver
ICMM08968,High,Zhaolou,Zhaolou;Zhaolou Coal Mine;Zhaolou,35.38618643,115.95406,Mine,China,metallurgical coal,,
ICMM08969,High,Zhezkazgan Annensky,Zhezkazgan Annensky;Zhezkazgan East and West,47.87860659,67.4883858,Mine,Kazakhstan,copper,silver,
ICMM08970,Moderate,Zhezkazgan North,,47.9014949,67.45704285,Mine,Kazakhstan,copper,silver,
ICMM08971,High,Zhezkazgan Smelter,Zhezkazgan Smelter;Dzhezkazgan refinery;Dzhezkazgan smelter;Zhezkazgan Refinery;Zhezkazgan Smelter,47.77966913,67.72760398,Smelter;Refinery,Kazakhstan,copper,silver,bismuth;osmium;rhenium;cadmium
ICMM08972,High,Zhezkazgan South and Stepnoy,Zhezkazgan South and Stepnoy;Zhezkazgan Complex,47.8303571,67.3843034,Mine;Smelter;Refinery,Kazakhstan,copper,molybdenum,rhenium;silver;zinc
ICMM08973,Moderate,Zhezkazgan Zhomart,,47.86965876,67.44467041,Mine,Kazakhstan,copper,silver,
ICMM08974,High,Zhungeâ€™er Mines,Zhungeâ€™er Mines;Shenhua Heidaigou Surface Coal Mine;Xinglong Heidaigou Coal Mine;Zhungge'er,39.78769877,111.2523333,Mine,China,thermal coal,,
ICMM08975,High,Zibulo,Zibulo;Zibulo,-26.19940068,29.01716293,Mine,South Africa,thermal coal,,
ICMM08976,High,Zijinshan,Zijinshan;Zijinshan;Wuping;Zijinshan SXEW,25.18804374,116.4022944,Refinery,China,copper,gold,molybdenum;silver
ICMM08977,High,Zululand Anthracite Collieries,Zululand Anthracite Collieries;Zululand Anthracite Colliery,-28.22156689,31.6738147,Mine,South Africa,thermal coal,,
ICMM08978,Moderate,Shadashak Coal Mine,,35.863255,67.596674,Mine,Afghanistan,metallurgical coal,,
ICMM08979,Moderate,Appin Coal Mine,,-34.211194,150.792736,Mine,Australia,metallurgical coal,,
ICMM08980,Moderate,Aquila Coal Mine,,-22.9816055,148.5373229,Mine,Australia,metallurgical coal,,
ICMM08981,High,Bengalla Coal Mine,Bengalla Coal Mine;Mount Pleasant Coal Mine;Bengalla,-32.2632142,150.8423316,Mine,Australia,thermal coal,,
ICMM08982,Moderate,Bloomfield Coal Mine,,-32.7928986,151.5841947,Mine,Australia,metallurgical coal,thermal coal,
ICMM08984,Moderate,Cameby Downs Coal Mine,,-26.6181915,150.3548193,Mine,Australia,thermal coal,,
ICMM08986,Moderate,Carmichael Coal Project,,-22.073611,146.329722,Mine,Australia,thermal coal,,
ICMM08988,High,Collinsville Coal Mine,Collinsville Coal Mine;Collinsville,-20.5567302,147.8148229,Mine,Australia,metallurgical coal,thermal coal,
ICMM08989,High,Commodore Coal Mine,Commodore Coal Mine;Commodore,-27.93759005,151.2589711,Mine,Australia,thermal coal,,
ICMM08990,High,Cows Coal Mine,Cows Coal Mine;Sonoma Coal Mine;Jax;Sonoma Coal;Sonoma;Cows;Pipeline,-20.6353969,147.8577376,Mine,Australia,metallurgical coal,thermal coal,
ICMM08991,High,Dendrobium Coal Mine,Dendrobium Coal Mine;Dendrobium,-34.42542905,150.8170928,Mine,Australia,metallurgical coal,,
ICMM08992,High,Drake Coal Mine,Drake Coal Mine;Drake,-20.7005395,147.8167685,Mine,Australia,metallurgical coal,thermal coal,
ICMM08993,High,Ensham Coal Mine,Ensham Coal Mine;Ensham,-23.454452,148.4974775,Mine,Australia,thermal coal,,
ICMM08994,High,Ewington Coal Mine,Ewington Coal Mine;Ewington Mine,-33.3624,116.25,Mine,Australia,metallurgical coal,thermal coal,
ICMM08995,Moderate,Galilee Coal Mine,,-23.498536,145.94229,Mine,Australia,thermal coal,,
ICMM08996,Moderate,Hunter Valley South Coal Mine,,-32.5245107,150.9819012,Mine,Australia,metallurgical coal,thermal coal,
ICMM08997,Moderate,Ironbark No. 1 Coal Mine,,-21.97648262,148.2346531,Mine,Australia,metallurgical coal,thermal coal,
ICMM08998,High,Jax Coal Mine,Jax Coal Mine;Drake;Jax,-20.70933527,147.8593112,Mine,Australia,metallurgical coal,thermal coal,
ICMM08999,High,Kogan Creek Coal Mine,Kogan Creek Coal Mine;Kogan Creek,-26.9357138,150.7791908,Mine,Australia,thermal coal,,
ICMM09000,High,Lake Vermont Coal Mine,Lake Vermont Coal Mine;Lake Vermont,-22.4611726,148.4056045,Mine,Australia,metallurgical coal,thermal coal,
ICMM09001,High,Loy Yang Coal Mine,Loy Yang Coal Mine;Loy Yang,-38.23471,146.563945,Mine,Australia,thermal coal,,
ICMM09002,High,Maxwell Coal Mine,Maxwell Coal Mine;Drayton South,-32.4300745,150.8273675,Mine,Australia,metallurgical coal,,
ICMM09003,High,Meandu Coal Mine,Meandu Coal Mine;Tarong,-26.8222515,151.9042965,Mine,Australia,thermal coal,,
ICMM09004,Moderate,Meteor Downs South Coal Mine (MDS),,-24.433867,148.385912,Mine,Australia,thermal coal,,
ICMM09005,High,Middlemount Coal Mine,Middlemount Coal Mine;Middlemount,-22.8525055,148.636818,Mine,Australia,metallurgical coal,thermal coal,
ICMM09006,Moderate,Moorlands Coal Mine,,-22.816656,147.379922,Mine,Australia,thermal coal,,
ICMM09007,High,New Acland Coal Mine,New Acland Coal Mine;New Acland,-27.2797005,151.707963,Mine,Australia,thermal coal,,
ICMM09008,High,Newstan Coal Mine,Newstan Coal Mine;Newstan,-32.977649,151.5738345,Mine,Australia,metallurgical coal,thermal coal,
ICMM09009,High,Oaky Creek Coal Mine,Oaky Creek Coal Mine;Oaky Complex;Oaky Creek,-23.0723216,148.4816097,Mine,Australia,metallurgical coal,,
ICMM09011,Moderate,Poitrel Coal Mine,,-22.06650421,148.2551254,Mine,Australia,metallurgical coal,,
ICMM09012,High,Premier Coal Mine,Premier Coal Mine;Premier,-33.391699,116.2864495,Mine,Australia,metallurgical coal,thermal coal,
ICMM09013,Moderate,Red Hill Coal Project,,-21.764098,148.005592,Mine,Australia,metallurgical coal,,
ICMM09014,High,Rix Creek Coal Mine,Rix Creek Coal Mine;Integra;Rixs Creek;Rix's Creek,-32.52303695,151.1253126,Mine,Australia,metallurgical coal,thermal coal,
ICMM09015,Moderate,Russell Vale Colliery,,-34.35566,150.89169,Mine,Australia,metallurgical coal,,
ICMM09016,High,Saraji Coal Mine,Saraji Coal Mine;Saraji,-22.3704055,148.295479,Mine,Australia,metallurgical coal,thermal coal,
ICMM09017,High,South Walker Creek Coal Mine,South Walker Creek Coal Mine;South Walker Creek,-21.7583479,148.4453054,Mine,Australia,metallurgical coal,,
ICMM09018,Moderate,Springsure Creek Coal Project,,-24.008602,148.372046,Mine,Australia,thermal coal,,
ICMM09019,High,Ulan Complex Coal Mine,Ulan Complex Coal Mine;Ulan,-32.2447395,149.7498485,Mine,Australia,thermal coal,,
ICMM09020,Moderate,Wallarah 2 Coal Project,,-33.223341,151.390511,Mine,Australia,thermal coal,,
ICMM09021,Moderate,Wilton and Fairhill Coal Projects,,-23.41261,148.576971,Mine,Australia,metallurgical coal,,
ICMM09022,High,Yallourn Coal Mine,Yallourn Coal Mine;Yallourn,-38.195082,146.360401,Mine,Australia,thermal coal,,
ICMM09023,High,Yarrabee Coal Mine,Yarrabee Coal Mine;Yarrabee,-23.317678,149.026371,Mine,Australia,metallurgical coal,thermal coal,
ICMM09024,High,Barapukuria Coal Mine,Barapukuria Coal Mine;Barapukuria,25.5472445,88.95934,Mine,Bangladesh,thermal coal,,
ICMM09025,Moderate,Vrtliste Coal Mine,,44.14001979,18.09803137,Mine,Bosnia and Herzegovina,thermal coal,,
ICMM09026,Moderate,Kreka Coal Mine,,44.52,18.606111,Mine,Bosnia and Herzegovina,thermal coal,,
ICMM09027,Moderate,Masama Coal Mine,,-24.053219,25.8876081,Mine,Botswana,thermal coal,,
ICMM09028,Moderate,Mmamabula Coal Mine,,-23.609295,26.774952,Mine,Botswana,thermal coal,,
ICMM09029,Moderate,GuaÃ­ba Coal Mine,,-30.015319,-51.532337,Mine,Brazil,thermal coal,,
ICMM09030,High,ButiÃ¡ Leste Mine,ButiÃ¡ Leste Mine;Butia Leste,-30.105667,-51.9396025,Mine,Brazil,thermal coal,,
ICMM09031,Moderate,Seival Coal Mine,,-31.449159,-53.707527,Mine,Brazil,thermal coal,,
ICMM09032,Moderate,Han Seng Coal Mine,,14.1857983,104.3192826,Mine,Cambodia,thermal coal,,
ICMM09033,High,Brule Coal Mine,Brule Coal Mine;Brule (Dillon);Brule;Dillon,55.39243648,-121.8323048,Mine,Canada,metallurgical coal,thermal coal,
ICMM09034,High,Elkview Coal Mine,Elkview Coal Mine;Elkview,49.7501785,-114.822008,Mine,Canada,metallurgical coal,,
ICMM09036,High,Genesee Coal Mine,Genesee Coal Mine;Prairie Operations;Genesee;Genesee,53.31953833,-114.2851287,Mine,Canada,thermal coal,,
ICMM09038,Moderate,Huguenot Surface Coal Mine,Huguenot Surface Coal Mine;Huguenot Underground Coal Mine,55.000742,-120.829716,Mine,Canada,metallurgical coal,,
ICMM09039,Moderate,Murray River Coal Mine,,55.141319,-121.0796155,Mine,Canada,metallurgical coal,,
ICMM09040,Moderate,Vista Coal Mine,,53.3961117,-117.6478052,Mine,Canada,thermal coal,,
ICMM09041,High,Willow Creek Coal Mine,Willow Creek Coal Mine;Willow Creek,55.6226603,-122.2180891,Mine,Canada,metallurgical coal,thermal coal,
ICMM09042,Moderate,Wolverine Coal Mine,,55.0608535,-121.2530692,Mine,Canada,metallurgical coal,,
ICMM09043,Moderate,Aimin Wendu Coal Mine,,43.7025,120.771111,Mine,China,thermal coal,,
ICMM09044,High,Anhui Banji Coal Mine,Anhui Banji Coal Mine;Xinji,32.9015925,116.228532,Mine,China,metallurgical coal,,
ICMM09045,Moderate,Ba Leng Coal Mine,,38.474786,106.668299,Mine,China,thermal coal,,
ICMM09046,Moderate,Baijia Haizi Coal Mine,,38.356604,108.950826,Mine,China,thermal coal,,
ICMM09047,Moderate,Bailongshan No. 1 Coal Mine,Bailongshan No. 1 Coal Mine;Yunnan Fuyuan Xiongdong Coal Mine;Yunnan Fuyuan Tianjing Coal Mine,25.18466767,104.558296,Mine,China,thermal coal,,
ICMM09048,Moderate,Baishihu Surface Mine,Baishihu Surface Mine;Xingsheng Coal Mine,43.9078345,94.6663105,Mine,China,thermal coal,,
ICMM09049,Moderate,Baishupo Coal Mine,Baishupo Coal Mine;Mengxiang Open Pit Coal Mine,39.723199,111.337902,Mine,China,thermal coal,,
ICMM09050,Moderate,Baiyanghe Coal Mine,,44.048539,88.529268,Mine,China,thermal coal,,
ICMM09051,High,Baiyinhua Haizhou No. 4 Surface Mine,Baiyinhua Haizhou No. 4 Surface Mine;Baiyinhua Opencast,44.9496685,118.659022,Mine,China,thermal coal,,
ICMM09052,High,Baiyinhua No. 2 Surface Mine,Baiyinhua No. 2 Surface Mine;Xingan;Xingye,44.809801,118.4849187,Mine,China,coal,,
ICMM09053,Moderate,Baiyinhua No.1 Surface Mine,,44.786827,118.455621,Mine,China,thermal coal,,
ICMM09054,High,Baiyinhua No.3 Surface Mine,Baiyinhua No.3 Surface Mine;Baiyinhua,44.900648,118.604534,Mine,China,thermal coal,,
ICMM09055,Moderate,Balasu Coal Mine,,38.265057,109.208519,Mine,China,thermal coal,,
ICMM09056,Moderate,Baode Coal Mine,,38.950871,111.089441,Mine,China,thermal coal,,
ICMM09057,High,Baodian Coal Mine,Baodian Coal Mine;Baodian,35.427046,116.837743,Mine,China,thermal coal,,
ICMM09058,Moderate,Baoqing Chaoyang Surface Coal Mine,,46.271618,132.573834,Mine,China,thermal coal,,
ICMM09059,Moderate,Beishan Coal Mine,,44.538798,90.366812,Mine,China,thermal coal,,
ICMM09060,High,Beixinyao Coal Mine,Beixinyao Coal Mine;Yangfangkou,39.108487,112.339584,Mine,China,thermal coal,,
ICMM09061,Moderate,Beskuduk Coal Mine,Beskuduk Coal Mine;Jilangde Coal Mine,44.1784,91.739265,Mine,China,thermal coal,,
ICMM09062,Moderate,Boli Coal Mine,,37.427284,113.576734,Mine,China,thermal coal,,
ICMM09063,Moderate,Boqizhang Coal Mine,Boqizhang Coal Mine;Jintong Shashi Coal Mine;Zuoyun Shuimowan Coal Mine,39.80649167,112.8488777,Mine,China,metallurgical coal,thermal coal,
ICMM09064,High,Buertai Coal Mine,Buertai Coal Mine;Xinzhen Coal Mine;Wantugou,39.49565333,109.9748447,Mine,China,thermal coal,,
ICMM09065,Moderate,Buliangou Coal Mine,,40.012229,111.336127,Mine,China,thermal coal,,
ICMM09066,High,Buzhaoba Surface Mine,Buzhaoba Surface Mine;Xiaolongtan Surface Coal Mine;Xiaolongtan,23.81286167,103.1928153,Mine,China,thermal coal,,
ICMM09067,Moderate,Chahasu Coal Mine,,39.302564,109.965281,Mine,China,thermal coal,,
ICMM09068,High,Chaigou Coal Mine,Chaigou Coal Mine;Chaigou,39.881253,112.9934465,Mine,China,thermal coal,,
ICMM09069,High,Changcheng No. 3 Coal Mine,Changcheng No. 3 Coal Mine;Shazhangtu,38.3686485,106.58765,Mine,China,metallurgical coal,,
ICMM09070,Moderate,Changcheng No. 5 Coal Mine,,38.322181,106.529516,Mine,China,metallurgical coal,thermal coal,
ICMM09071,Moderate,Changcheng No. 6 Coal Mine,,38.299084,106.53429,Mine,China,metallurgical coal,thermal coal,
ICMM09072,Moderate,Changping Coal Mine,,35.911636,112.844663,Mine,China,thermal coal,,
ICMM09073,High,Chengzhuang Coal Mine,Chengzhuang Coal Mine;Yuenan Coal Mine;Chengzhuang,35.62193633,112.7290173,Mine,China,thermal coal,,
ICMM09074,Moderate,Da'an Coal Mine,,44.997659,115.334804,Mine,China,coal,,
ICMM09075,Moderate,Dafanpu Coal Mine,,39.762206,111.213023,Mine,China,thermal coal,,
ICMM09076,Moderate,Dafosi Coal Mine,,35.062428,107.960069,Mine,China,thermal coal,,
ICMM09077,Moderate,Dahaize Coal Mine,,38.422179,109.277001,Mine,China,thermal coal,,
ICMM09078,Moderate,Dalaihushuo Coal Mine,,45.382698,119.486564,Mine,China,thermal coal,,
ICMM09079,High,Daliuta Coal Mine,Daliuta Coal Mine;Huojitu Well Of Daliuta Coal Mine;Shendong;Daliuta,39.26394625,110.2384183,Mine,China,thermal coal,,
ICMM09080,Moderate,Dananhu No. 1 Coal Mine,Dananhu No. 1 Coal Mine;Dananhu No. 7 Mine,42.382667,93.0194455,Mine,China,thermal coal,,
ICMM09081,Moderate,Dananhu West No. 5 Coal Mine,,42.326761,93.352559,Mine,China,thermal coal,,
ICMM09082,Moderate,Dananhu No. 2 Surface Mine,,42.380815,92.96712,Mine,China,thermal coal,,
ICMM09083,Moderate,Dazhong Coal Mine,,36.192541,114.092354,Mine,China,thermal coal,,
ICMM09084,Moderate,Dingji Coal Mine,,32.871396,116.631428,Mine,China,metallurgical coal,thermal coal,
ICMM09085,High,Dongtan Coal Mine,Dongtan Coal Mine;Dongtan,35.4412515,116.9002265,Mine,China,thermal coal,,
ICMM09086,Moderate,Dongzhouyao Coal Mine,,40.020636,112.863555,Mine,China,thermal coal,,
ICMM09087,Moderate,Eastern Yiminhe No. 1 Coal Mine,,48.767664,119.940867,Mine,China,thermal coal,,
ICMM09088,Moderate,Fangjiapan Coal Mine,,38.574815,110.040462,Mine,China,coal,,
ICMM09089,Moderate,Fengjiata Coal Mine,,39.196394,111.13213,Mine,China,coal,,
ICMM09090,Moderate,Fenyuan Coal Mine,Fenyuan Coal Mine;Dayuan Coal Mine;Shanxi Yangquan Tian'an Coal Mine,38.577519,112.1427107,Mine,China,metallurgical coal,,
ICMM09091,Moderate,Rover Glushinsky Shcheglovsky Latyshevsky Coal Mines,,55.708642,86.076336,Mine,Russia,coal,,
ICMM09092,Moderate,Gaojiabao Coal Mine,,35.268672,107.818112,Mine,China,thermal coal,,
ICMM09093,High,Gaojialiang No.1 Coal Mine,Gaojialiang No.1 Coal Mine;Gaojialiang,39.7224955,110.0712455,Mine,China,thermal coal,,
ICMM09094,Moderate,Gaoshangou Coal Mine,Gaoshangou Coal Mine;Dianshigou Surface Coal Mine;Baoli Coal Mine;Inner Mongolia Dalat Banner Wuhua Coal Mine,39.87447225,110.308198,Mine,China,thermal coal,,
ICMM09095,Moderate,Gaotouyao Coal Mine,Gaotouyao Coal Mine;Inner Mongolia Dalat Banner Yangchang Coal Mine,40.0217785,109.632626,Mine,China,thermal coal,,
ICMM09096,Moderate,Guangdao Coal Mine,,36.504525,111.38717,Mine,China,metallurgical coal,,
ICMM09097,Moderate,Guanzigou Coal Mine,Guanzigou Coal Mine;Weijiamao Open Pit Mine;Changtan Surface Coal Mine,39.53824733,111.2951717,Mine,China,thermal coal,,
ICMM09098,High,Guizhou Dawan Coal Mine,Guizhou Dawan Coal Mine;Dawan Coal Mine East Well;Guizhou Dawan Coal Mine West Well;Dawan,26.7830015,104.6118215,Mine,China,metallurgical coal,,
ICMM09099,Moderate,Guojiahe Coal Mine,,34.85669,107.539367,Mine,China,thermal coal,,
ICMM09100,Moderate,Guojiatan Coal Mine,,38.611469,109.809687,Mine,China,thermal coal,,
ICMM09101,Moderate,Guqiao Coal Mine,Guqiao Coal Mine;Gubei Coal Mine,32.8215035,116.544669,Mine,China,metallurgical coal,thermal coal,
ICMM09102,Moderate,Haerwusu Surface Mine,,39.731044,111.258324,Mine,China,thermal coal,,
ICMM09103,Moderate,Halagou Coal Mine,,39.232488,110.076802,Mine,China,coal,,
ICMM09104,Moderate,Hanglaiwan Coal Mine,,38.530798,109.871886,Mine,China,thermal coal,,
ICMM09105,Moderate,Hecaogou Coal Mine,,37.041071,109.666672,Mine,China,thermal coal,,
ICMM09106,Moderate,Hejiata Coal Mine,,39.169374,110.355952,Mine,China,thermal coal,,
ICMM09107,Moderate,Hengshi Coal Mine,Hengshi Coal Mine;Mo'ergou Coal Mine;Mengxi Xinyuan Coal Mine;Wanqi Jinghua Coal Mine;Wuhai Xinxing Coal Mine,39.7242956,106.8839364,Mine,China,metallurgical coal,,
ICMM09108,Moderate,Hequ Jiuxian Coal Mine,,39.140067,111.196655,Mine,China,thermal coal,,
ICMM09109,Moderate,Hesigewula South Surface Coal Mine,,45.92834677,119.1066869,Mine,China,thermal coal,,
ICMM09110,Moderate,Hetaoyu Coal Mine,,35.269947,107.946376,Mine,China,thermal coal,,
ICMM09111,High,Hongdunzi No. 1 Coal Mine,Hongdunzi No. 1 Coal Mine;Hongdunzi,38.3924725,106.5422145,Mine,China,metallurgical coal,,
ICMM09112,Moderate,Hongdunzi No. 2 Coal Mine,,38.413869,106.581473,Mine,China,metallurgical coal,,
ICMM09113,High,Hongjingta No. 1 Coal Mine,Hongjingta No. 1 Coal Mine;Yihe Juyuan Coal Mine;Inner Mongolia Jungar Banner Xiliang Coal Mine;Hongjingta No 1,39.45625175,110.549823,Mine,China,thermal coal,,
ICMM09114,Moderate,Hongliulin Coal Mine,Hongliulin Coal Mine;Zhangjiamao Coal Mine,38.9360275,110.401538,Mine,China,thermal coal,,
ICMM09115,High,Hongqinghe Coal Mine,Hongqinghe Coal Mine;Hongqinghe,39.290977,109.6848555,Mine,China,thermal coal,,
ICMM09116,High,Hongqingliang Coal Mine,Hongqingliang Coal Mine;Bojiang Haizi Coal Mine;Hongqingliang,39.87688367,109.366231,Mine,China,thermal coal,,
ICMM09117,Moderate,Hongshan West Coal Mine,,44.438297,84.766747,Mine,China,thermal coal,,
ICMM09118,Moderate,Hongshaquan No. 1 Surface Mine,Hongshaquan No. 1 Surface Mine;Hongshaquan North Coal Mine,44.510789,90.305182,Mine,China,thermal coal,,
ICMM09119,Moderate,Hongshuliang Coal Mine,,39.452624,111.290036,Mine,China,thermal coal,,
ICMM09120,Moderate,Hongsi Coal Mine,,38.480866,106.613547,Mine,China,metallurgical coal,,
ICMM09121,Moderate,Huangling Jianzhuang Coal Mine,,35.390535,108.919611,Mine,China,coal,,
ICMM09122,Moderate,Huangling No. 1 Coal Mine,Huangling No. 1 Coal Mine;Shaanxi Ruineng Coal Mine,35.659681,109.0654515,Mine,China,thermal coal,,
ICMM09123,High,Huangling No. 2 Coal Mine,Huangling No. 2 Coal Mine;Shaanxi Coal Industry,35.658571,108.916365,Mine,China,coal,,
ICMM09124,High,Huangyuchuan Coal Mine,Huangyuchuan Coal Mine;Huangyuchuan,39.67236,111.1837685,Mine,China,thermal coal,,
ICMM09125,Moderate,Hujiahe Coal Mine,Hujiahe Coal Mine;Mengcun Coal Mine,35.1481045,107.9332185,Mine,China,thermal coal,,
ICMM09126,High,Hulusu Coal Mine,Hulusu Coal Mine;Hulusu,39.047959,109.5003345,Mine,China,thermal coal,,
ICMM09127,High,Huolinhe South Surface Mine,Huolinhe South Surface Mine;Northern Huolinhe Opencast,45.497314,119.5922675,Mine,China,thermal coal,,
ICMM09128,Moderate,Inner Mongolia Erlintu Coal Mine,Inner Mongolia Erlintu Coal Mine;Shangwan Coal Mine;Shaanxi Yidong Coal Mine,39.21320533,110.0055033,Mine,China,thermal coal,,
ICMM09129,Moderate,Jiangjun Gebi No. 2 Coal Mine,,44.648912,90.152365,Mine,China,thermal coal,,
ICMM09130,Moderate,Jianyuan Coal Mine,,39.342871,106.995121,Mine,China,coal,,
ICMM09131,Moderate,Jingfu Bachigou Coal Mine,,39.053177,111.076716,Mine,China,thermal coal,,
ICMM09132,High,Jinggong No. 3 Coal Mine,Jinggong No. 3 Coal Mine;Sentai Coal Mine;Yishun Coal Mine;Jingdong,39.53886525,112.3340445,Mine,China,metallurgical coal,thermal coal,
ICMM09133,High,Jining No. 3 Coal Mine,Jining No. 3 Coal Mine;Jining III,35.2739795,116.6697525,Mine,China,thermal coal,,
ICMM09134,High,Jinjie Coal Mine,Jinjie Coal Mine;Jinjie Energy,38.7413125,110.1713105,Mine,China,thermal coal,,
ICMM09135,High,Jinjitan Coal Mine,Jinjitan Coal Mine;Jinjitan,38.5067435,109.8193255,Mine,China,thermal coal,,
ICMM09136,Moderate,Jinneng Coal Mine,,38.401258,112.022623,Mine,China,metallurgical coal,,
ICMM09137,High,Kabuqi Coal Mine,Kabuqi Coal Mine;Desheng No.2 Coal Mine;Desheng No. 3 Coal Mine;Inner Mongolia Shenlong Coal Mine;Pinggou;Qipanjing,39.62885417,106.8890648,Mine,China,metallurgical coal,thermal coal,
ICMM09138,Moderate,Kouzi East Coal Mine,,32.833342,116.162687,Mine,China,metallurgical coal,thermal coal,
ICMM09139,Moderate,Liang Bei Coal Mine,,34.090606,113.464711,Mine,China,metallurgical coal,,
ICMM09140,Moderate,Liangshuijing Coal Mine,Liangshuijing Coal Mine;Xiangshuihe Coal Mine;Shaanxi Shenmu Huangtumiao Coal Mine,38.79069267,110.2462073,Mine,China,thermal coal,,
ICMM09141,Moderate,Libi Coal Mine,,35.695959,112.289351,Mine,China,thermal coal,,
ICMM09142,Moderate,Lijiahao Coal Mine,,39.738114,110.024669,Mine,China,thermal coal,,
ICMM09143,Moderate,Lingbei Coal Mine,,36.943231,111.710691,Mine,China,metallurgical coal,,
ICMM09144,Moderate,Lingdong Coal Mine,,49.393174,117.766854,Mine,China,thermal coal,,
ICMM09145,Moderate,Liushenyu Coal Mine,Liushenyu Coal Mine;Qinxin Coal Mine;Shanxi Tongzhou Group Anshen Coal Mine,36.58965033,112.1948147,Mine,China,metallurgical coal,,
ICMM09146,Moderate,Liuzhuang Coal Mine,,32.805365,116.285412,Mine,China,thermal coal,,
ICMM09147,Moderate,Longwan Coal Mine,,35.581287,112.222324,Mine,China,metallurgical coal,thermal coal,
ICMM09148,Moderate,Longwanggou Coal Mine,,39.810538,111.214212,Mine,China,thermal coal,,
ICMM09149,Moderate,Luntai Yangxia Coal Mine,,41.962115,84.53258,Mine,China,thermal coal,,
ICMM09150,Moderate,Luotuoshan Coal Mine,,39.562707,106.91727,Mine,China,metallurgical coal,,
ICMM09151,Moderate,Madaotou Coal Mine,,39.840587,112.655069,Mine,China,thermal coal,,
ICMM09152,Moderate,Majialiang Coal Mine,,39.179446,112.420825,Mine,China,thermal coal,,
ICMM09153,Moderate,Manglai Surface Coal Mine,,44.036567,113.229983,Mine,China,thermal coal,,
ICMM09154,Moderate,Maomaoshan Coal Mine,Maomaoshan Coal Mine;Datong Donggou Coal Mine,39.841016,112.8752515,Mine,China,metallurgical coal,thermal coal,
ICMM09155,Moderate,Mayixi No.1 Coal Mine,,25.530431,104.691777,Mine,China,metallurgical coal,,
ICMM09156,High,Meihuajing Coal Mine,Meihuajing Coal Mine;Ciyaobao,38.0967625,106.7184695,Mine,China,thermal coal,,
ICMM09157,High,Menkeqing Coal Mine,Menkeqing Coal Mine;Menkeqing,38.902134,109.5395685,Mine,China,thermal coal,,
